Month,Year,"OIL COMPANIES","Quantity (000 Metric Tonnes)"
June,2022,"GRAND TOTAL",21574.57
July,2022,"IOCL-MATHURA, UTTAR PRADESH",714.64
July,2022,"IOCL-BONGAIGAON,ASSAM",211.02
July,2022,"IOCL TOTAL",6167.19
July,2022,BPCL-TOTAL,2699.54
July,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1109.49
August,2022,"CPCL-MANALI, TAMILNADU",940.43
August,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",3.93
August,2022,"MRPL-MANGALORE,KARNATAKA",1182.21
August,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1019.70
August,2022,"RIL,JAMNAGAR,GUJARAT",3029.94
September,2022,"IOCL-BARAUNI,BIHAR",544.50
September,2022,"IOCL-BONGAIGAON,ASSAM",244.44
September,2022,"IOCL TOTAL",5088.28
September,2022,BORL-BINA,650.73
September,2022,"NRL-NUMALIGARH, ASSAM",247.85
October,2022,"BPCL-MUMBAI, MAHARASHTRA",1306.88
October,2022,BPCL-TOTAL,2593.06
October,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",1759.64
October,2022,"GRAND TOTAL",20413.63
November,2022,"IOCL-KOYALI, GUJARAT",1254.26
November,2022,"IOCL-BONGAIGAON,ASSAM",244.09
November,2022,"CPCL-MANALI, TAMILNADU",921.00
November,2022,HPCL-TOTAL,2599.45
December,2022,"IOCL-MATHURA, UTTAR PRADESH",879.89
December,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.46
December,2022,"ONGC TOTAL",1510.51
December,2022,HPCL-TOTAL,2785.38
December,2022,"NEL-VADINAR,GUJARAT",1712.08
January,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2542.80
January,2023,"RIL TOTAL",5390.80
February,2023,"IOCL-BARAUNI,BIHAR",542.97
February,2023,BORL-BINA,657.05
February,2023,BPCL-TOTAL,3356.68
February,2023,"NRL-NUMALIGARH, ASSAM",244.06
February,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.12
February,2023,"ONGC TOTAL",1399.11
March,2023,"IOCL-HALDIA, WEST BENGAL",742.52
March,2023,"IOCL TOTAL",6696.37
April,2021,"IOCL-BARAUNI,BIHAR",471.00
April,2021,"IOCL-PARADIP,ODISHA",1332.00
April,2021,CPCL-TOTAL,760.00
April,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1059.00
April,2021,"NEL-VADINAR,GUJARAT",1633.00
April,2021,"GRAND TOTAL",19885.00
May,2021,"IOCL-MATHURA, UTTAR PRADESH",692.00
May,2021,"IOCL-PANIPAT, HARYANA",1156.00
May,2021,"IOCL-GUWAHATI,ASSAM",
May,2021,"IOCL-PARADIP,ODISHA",1045.00
May,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1102.00
May,2021,"RIL,JAMNAGAR,GUJARAT",2837.00
June,2021,"IOCL-BONGAIGAON,ASSAM",233.00
June,2021,"IOCL-PARADIP,ODISHA",1034.00
June,2021,"CPCL-MANALI, TAMILNADU",646.00
July,2021,"IOCL-BARAUNI,BIHAR",569.00
July,2021,"IOCL-KOYALI, GUJARAT",1102.00
July,2021,"IOCL TOTAL",5668.00
July,2021,BPCL-TOTAL,2962.00
July,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",3.00
July,2021,HPCL-TOTAL,1898.00
July,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2284.00
August,2021,"IOCL-BARAUNI,BIHAR",296.00
August,2021,"IOCL-BONGAIGAON,ASSAM",233.00
August,2021,"IOCL TOTAL",4904.00
August,2021,"HPCL-MUMBAI,MAHARASHTRA",299.00
August,2021,"GRAND TOTAL",18439.00
September,2021,"IOCL-PANIPAT, HARYANA",1086.00
September,2021,"IOCL-GUWAHATI,ASSAM",77.00
September,2021,"IOCL TOTAL",4705.00
September,2021,"MRPL-MANGALORE,KARNATAKA",988.00
September,2021,"ONGC TOTAL",994.00
September,2021,"NEL-VADINAR,GUJARAT",1668.00
October,2021,"IOCL TOTAL",5517.00
October,2021,"BPCL-MUMBAI, MAHARASHTRA",1110.00
October,2021,"NRL-NUMALIGARH, ASSAM",254.00
October,2021,"HPCL-VISAKH,ANDHRA PRADESH",853.00
November,2021,"IOCL-BARAUNI,BIHAR",479.00
November,2021,"IOCL-PARADIP,ODISHA",1120.00
November,2021,"BPCL-KOCHI, KERALA",1429.00
November,2021,"NRL-NUMALIGARH, ASSAM",223.00
November,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1080.00
November,2021,HPCL-TOTAL,2445.00
November,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2451.00
November,2021,"RIL TOTAL",5448.00
November,2021,"NEL-VADINAR,GUJARAT",1688.00
December,2021,"IOCL-KOYALI, GUJARAT",1293.00
December,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
December,2021,"HPCL-MUMBAI,MAHARASHTRA",674.00
December,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1118.00
December,2021,HPCL-TOTAL,2601.00
December,2021,"GRAND TOTAL",21483.00
January,2022,"IOCL-MATHURA, UTTAR PRADESH",746.00
January,2022,"IOCL-DIGBOI,ASSAM",59.00
January,2022,"IOCL TOTAL",5844.00
January,2022,"MRPL-MANGALORE,KARNATAKA",1440.00
January,2022,"RIL TOTAL",5277.00
January,2022,"NEL-VADINAR,GUJARAT",1733.00
February,2022,"IOCL-BARAUNI,BIHAR",529.00
February,2022,"IOCL-KOYALI, GUJARAT",1200.00
February,2022,"IOCL-DIGBOI,ASSAM",50.00
February,2022,"IOCL-PARADIP,ODISHA",1211.00
February,2022,BORL-BINA,594.00
February,2022,"HPCL-MUMBAI,MAHARASHTRA",748.00
February,2022,"RIL,JAMNAGAR,GUJARAT",2777.00
February,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2013.00
February,2022,"GRAND TOTAL",20443.00
March,2022,"IOCL-KOYALI, GUJARAT",1338.00
March,2022,"IOCL-PARADIP,ODISHA",1383.00
March,2022,CPCL-TOTAL,1062.00
March,2022,BORL-BINA,704.00
March,2022,"NRL-NUMALIGARH, ASSAM",188.00
March,2022,"ONGC TOTAL",1510.00
March,2022,"RIL,JAMNAGAR,GUJARAT",3056.00
March,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2074.00
April,2020,"IOCL-MATHURA, UTTAR PRADESH",506.00
April,2020,"IOCL-PANIPAT, HARYANA",457.00
April,2020,"IOCL-GUWAHATI,ASSAM",
April,2020,"IOCL-PARADIP,ODISHA",725.00
April,2020,BORL-BINA,332.00
April,2020,"HMEL-GGSR, BATHINDA, PUNJAB",593.00
May,2020,"IOCL-PANIPAT, HARYANA",919.00
May,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",6.00
May,2020,"HPCL-VISAKH,ANDHRA PRADESH",743.00
May,2020,HPCL-TOTAL,1920.00
May,2020,"RIL TOTAL",5312.00
May,2020,"GRAND TOTAL",16347.00
June,2020,"IOCL-BARAUNI,BIHAR",512.00
June,2020,"IOCL-HALDIA, WEST BENGAL",533.00
June,2020,"IOCL-GUWAHATI,ASSAM",64.00
June,2020,"NRL-NUMALIGARH, ASSAM",250.00
June,2020,"RIL,JAMNAGAR,GUJARAT",2605.00
June,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2047.00
June,2020,"NEL-VADINAR,GUJARAT",1394.00
July,2020,"IOCL-MATHURA, UTTAR PRADESH",754.00
July,2020,"IOCL-PANIPAT, HARYANA",1115.00
July,2020,"BPCL-KOCHI, KERALA",844.00
July,2020,"MRPL-MANGALORE,KARNATAKA",766.00
August,2020,"IOCL-BARAUNI,BIHAR",318.00
August,2020,"IOCL-GUWAHATI,ASSAM",89.00
August,2020,BORL-BINA,451.00
August,2020,HPCL-TOTAL,2357.00
August,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1369.00
August,2020,"NEL-VADINAR,GUJARAT",1539.00
September,2020,"IOCL-BARAUNI,BIHAR",376.00
September,2020,"IOCL-PANIPAT, HARYANA",1025.00
September,2020,"IOCL-DIGBOI,ASSAM",46.00
September,2020,"NEL-VADINAR,GUJARAT",1460.00
September,2020,"GRAND TOTAL",17707.00
October,2020,"IOCL-KOYALI, GUJARAT",1049.00
October,2020,"IOCL TOTAL",5662.00
October,2020,"CPCL-MANALI, TAMILNADU",725.00
October,2020,CPCL-TOTAL,725.00
November,2020,"IOCL-BARAUNI,BIHAR",579.00
November,2020,"IOCL-PANIPAT, HARYANA",1359.00
November,2020,"IOCL-GUWAHATI,ASSAM",83.00
November,2020,BORL-BINA,594.00
November,2020,BPCL-TOTAL,3409.00
November,2020,"MRPL-MANGALORE,KARNATAKA",1011.00
November,2020,HPCL-TOTAL,2457.00
December,2020,"IOCL-BONGAIGAON,ASSAM",204.00
December,2020,"CPCL-MANALI, TAMILNADU",766.00
December,2020,"BPCL-MUMBAI, MAHARASHTRA",1200.00
December,2020,BORL-BINA,625.00
December,2020,"NRL-NUMALIGARH, ASSAM",260.00
December,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
December,2020,"MRPL-MANGALORE,KARNATAKA",1307.00
December,2020,"HPCL-MUMBAI,MAHARASHTRA",578.00
December,2020,"NEL-VADINAR,GUJARAT",1544.00
January,2021,"IOCL-BARAUNI,BIHAR",589.00
January,2021,"IOCL-PANIPAT, HARYANA",1321.00
January,2021,"IOCL-GUWAHATI,ASSAM",90.00
January,2021,"CPCL-MANALI, TAMILNADU",917.00
January,2021,"HPCL-VISAKH,ANDHRA PRADESH",800.00
January,2021,"RIL,JAMNAGAR,GUJARAT",2916.00
February,2021,CPCL-TOTAL,758.00
February,2021,"BPCL-KOCHI, KERALA",1410.00
February,2021,BORL-BINA,601.00
February,2021,"MRPL-MANGALORE,KARNATAKA",1297.00
February,2021,"ONGC TOTAL",1305.00
February,2021,"GRAND TOTAL",18617.00
March,2021,"IOCL-BONGAIGAON,ASSAM",230.00
March,2021,"HPCL-VISAKH,ANDHRA PRADESH",867.00
March,2021,HPCL-TOTAL,2606.00
September,2022,"CPCL-MANALI, TAMILNADU",961.61
September,2022,"BPCL-MUMBAI, MAHARASHTRA",1261.03
October,2022,"IOCL-KOYALI, GUJARAT",1323.40
October,2022,"IOCL-HALDIA, WEST BENGAL",724.58
October,2022,"IOCL-MATHURA, UTTAR PRADESH",794.59
October,2022,"IOCL-PARADIP,ODISHA",1239.11
October,2022,"IOCL TOTAL",6245.22
October,2022,"HPCL-VISAKH,ANDHRA PRADESH",787.49
October,2022,"RIL TOTAL",4691.26
November,2022,"IOCL-PARADIP,ODISHA",1330.62
November,2022,BPCL-TOTAL,3289.21
November,2022,"NRL-NUMALIGARH, ASSAM",247.00
November,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.30
November,2022,"HPCL-MUMBAI,MAHARASHTRA",820.12
November,2022,"RIL,JAMNAGAR,GUJARAT",2555.92
December,2022,"IOCL-GUWAHATI,ASSAM",73.44
December,2022,"IOCL-PARADIP,ODISHA",1416.58
December,2022,"NRL-NUMALIGARH, ASSAM",271.76
December,2022,"HPCL-MUMBAI,MAHARASHTRA",850.56
December,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1116.44
December,2022,"RIL,JAMNAGAR,GUJARAT",2840.86
December,2022,"GRAND TOTAL",22272.56
January,2023,"IOCL-BARAUNI,BIHAR",602.13
January,2023,"IOCL-PARADIP,ODISHA",1425.16
January,2023,"CPCL-MANALI, TAMILNADU",990.30
January,2023,CPCL-TOTAL,990.30
January,2023,"MRPL-MANGALORE,KARNATAKA",1496.59
January,2023,"ONGC TOTAL",1503.17
January,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1116.62
January,2023,"NEL-VADINAR,GUJARAT",1719.37
February,2023,"CPCL-MANALI, TAMILNADU",927.88
February,2023,"BPCL-MUMBAI, MAHARASHTRA",1293.12
February,2023,"GRAND TOTAL",20847.79
March,2023,"IOCL-GUWAHATI,ASSAM",96.81
March,2023,"CPCL-MANALI, TAMILNADU",1033.64
March,2023,BORL-BINA,735.71
April,2021,"IOCL-KOYALI, GUJARAT",998.00
April,2021,"IOCL-HALDIA, WEST BENGAL",696.00
April,2021,"IOCL-GUWAHATI,ASSAM",62.00
April,2021,"IOCL-DIGBOI,ASSAM",56.00
April,2021,"IOCL-BONGAIGAON,ASSAM",225.00
April,2021,"IOCL TOTAL",5980.00
April,2021,"CPCL-MANALI, TAMILNADU",760.00
April,2021,BPCL-TOTAL,3236.00
April,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2248.00
May,2021,"CPCL-MANALI, TAMILNADU",629.00
May,2021,"BPCL-MUMBAI, MAHARASHTRA",1172.00
May,2021,"NRL-NUMALIGARH, ASSAM",226.00
May,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
May,2021,"NEL-VADINAR,GUJARAT",1692.00
June,2021,"IOCL-BARAUNI,BIHAR",442.00
June,2021,"IOCL-MATHURA, UTTAR PRADESH",698.00
June,2021,"IOCL TOTAL",5358.00
June,2021,CPCL-TOTAL,646.00
June,2021,"NRL-NUMALIGARH, ASSAM",193.00
June,2021,"HPCL-MUMBAI,MAHARASHTRA",304.00
June,2021,"HPCL-VISAKH,ANDHRA PRADESH",481.00
June,2021,"RIL TOTAL",5219.00
June,2021,"GRAND TOTAL",18400.00
July,2021,"IOCL-DIGBOI,ASSAM",60.00
July,2021,"NRL-NUMALIGARH, ASSAM",227.00
July,2021,"HPCL-MUMBAI,MAHARASHTRA",319.00
July,2021,"HPCL-VISAKH,ANDHRA PRADESH",480.00
July,2021,"GRAND TOTAL",19384.00
August,2021,"IOCL-PANIPAT, HARYANA",1150.00
August,2021,"IOCL-GUWAHATI,ASSAM",64.00
August,2021,"HPCL-VISAKH,ANDHRA PRADESH",479.00
August,2021,HPCL-TOTAL,1890.00
August,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2237.00
September,2021,"IOCL-PARADIP,ODISHA",838.00
September,2021,"GRAND TOTAL",18214.00
October,2021,"IOCL-HALDIA, WEST BENGAL",736.00
October,2021,"IOCL-BONGAIGAON,ASSAM",215.00
October,2021,CPCL-TOTAL,500.00
October,2021,"BPCL-KOCHI, KERALA",1444.00
October,2021,"GRAND TOTAL",20958.00
November,2021,"IOCL-KOYALI, GUJARAT",1123.00
November,2021,"IOCL-MATHURA, UTTAR PRADESH",852.00
November,2021,"IOCL-BONGAIGAON,ASSAM",217.00
November,2021,"IOCL TOTAL",5982.00
November,2021,BORL-BINA,684.00
November,2021,"HPCL-VISAKH,ANDHRA PRADESH",819.00
December,2021,"IOCL-HALDIA, WEST BENGAL",264.00
December,2021,"IOCL-BONGAIGAON,ASSAM",206.00
December,2021,"BPCL-MUMBAI, MAHARASHTRA",1304.00
December,2021,BORL-BINA,657.00
January,2022,"IOCL-PANIPAT, HARYANA",1221.00
January,2022,"IOCL-PARADIP,ODISHA",1325.00
January,2022,"BPCL-MUMBAI, MAHARASHTRA",1303.00
January,2022,BPCL-TOTAL,3475.00
January,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2235.00
February,2022,"IOCL-BONGAIGAON,ASSAM",181.00
February,2022,"NRL-NUMALIGARH, ASSAM",234.00
March,2022,"IOCL-BARAUNI,BIHAR",596.00
March,2022,"MRPL-MANGALORE,KARNATAKA",1504.00
March,2022,"GRAND TOTAL",22337.00
April,2020,"IOCL-BARAUNI,BIHAR",247.00
April,2020,"IOCL-KOYALI, GUJARAT",578.00
April,2020,"MRPL-MANGALORE,KARNATAKA",671.00
April,2020,"HPCL-MUMBAI,MAHARASHTRA",549.00
April,2020,HPCL-TOTAL,1917.00
April,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2523.00
May,2020,"IOCL-DIGBOI,ASSAM",56.00
May,2020,"IOCL-PARADIP,ODISHA",959.00
May,2020,"MRPL-MANGALORE,KARNATAKA",566.00
May,2020,"HPCL-MUMBAI,MAHARASHTRA",525.00
May,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2550.00
June,2020,"IOCL-MATHURA, UTTAR PRADESH",769.00
June,2020,"IOCL TOTAL",5573.00
June,2020,"CPCL-MANALI, TAMILNADU",579.00
June,2020,"ONGC TOTAL",634.00
June,2020,"HPCL-VISAKH,ANDHRA PRADESH",725.00
June,2020,HPCL-TOTAL,2164.00
July,2020,"IOCL-BARAUNI,BIHAR",437.00
July,2020,"IOCL-DIGBOI,ASSAM",51.00
July,2020,"CPCL-MANALI, TAMILNADU",724.00
July,2020,BPCL-TOTAL,2571.00
July,2020,"HPCL-VISAKH,ANDHRA PRADESH",718.00
July,2020,HPCL-TOTAL,2390.00
July,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1468.00
August,2020,"IOCL-HALDIA, WEST BENGAL",562.00
August,2020,"CPCL-MANALI, TAMILNADU",562.00
August,2020,"BPCL-KOCHI, KERALA",936.00
August,2020,BPCL-TOTAL,2440.00
August,2020,"HPCL-MUMBAI,MAHARASHTRA",658.00
August,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1047.00
August,2020,"RIL TOTAL",4390.00
September,2020,"IOCL-BONGAIGAON,ASSAM",189.00
September,2020,"BPCL-MUMBAI, MAHARASHTRA",909.00
September,2020,"NRL-NUMALIGARH, ASSAM",198.00
September,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
September,2020,"ONGC TOTAL",820.00
September,2020,HPCL-TOTAL,2414.00
September,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2230.00
October,2020,"IOCL-BARAUNI,BIHAR",435.00
October,2020,"IOCL-HALDIA, WEST BENGAL",585.00
October,2020,"IOCL-DIGBOI,ASSAM",61.00
October,2020,"NRL-NUMALIGARH, ASSAM",232.00
October,2020,BPCL-TOTAL,2910.00
October,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
October,2020,"HPCL-VISAKH,ANDHRA PRADESH",793.00
October,2020,"RIL,JAMNAGAR,GUJARAT",3023.00
October,2020,"NEL-VADINAR,GUJARAT",563.00
October,2020,"GRAND TOTAL",18389.00
November,2020,"IOCL-KOYALI, GUJARAT",1124.00
November,2020,"IOCL-HALDIA, WEST BENGAL",680.00
November,2020,"IOCL-MATHURA, UTTAR PRADESH",796.00
November,2020,"IOCL-DIGBOI,ASSAM",59.00
November,2020,"IOCL TOTAL",6210.00
November,2020,"BPCL-MUMBAI, MAHARASHTRA",1247.00
November,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1038.00
November,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2611.00
December,2020,"IOCL-BARAUNI,BIHAR",553.00
December,2020,"IOCL-GUWAHATI,ASSAM",84.00
December,2020,"IOCL-DIGBOI,ASSAM",58.00
December,2020,"ONGC TOTAL",1314.00
January,2021,"IOCL-HALDIA, WEST BENGAL",723.00
January,2021,"IOCL-MATHURA, UTTAR PRADESH",893.00
January,2021,"IOCL-DIGBOI,ASSAM",58.00
January,2021,"IOCL-PARADIP,ODISHA",1206.00
January,2021,"IOCL TOTAL",6278.00
January,2021,"BPCL-MUMBAI, MAHARASHTRA",1320.00
January,2021,"BPCL-KOCHI, KERALA",1573.00
January,2021,"NEL-VADINAR,GUJARAT",1545.00
January,2021,"GRAND TOTAL",21809.00
February,2021,"IOCL-KOYALI, GUJARAT",912.00
February,2021,"IOCL-PANIPAT, HARYANA",1047.00
February,2021,"IOCL-PARADIP,ODISHA",1164.00
February,2021,"CPCL-MANALI, TAMILNADU",758.00
February,2021,"BPCL-MUMBAI, MAHARASHTRA",1264.00
February,2021,"RIL TOTAL",4876.00
March,2021,"IOCL-DIGBOI,ASSAM",23.00
March,2021,"IOCL TOTAL",5927.00
March,2021,"BPCL-MUMBAI, MAHARASHTRA",1376.00
March,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",8.00
March,2021,"MRPL-MANGALORE,KARNATAKA",1361.00
March,2021,"ONGC TOTAL",1369.00
March,2021,"RIL TOTAL",4890.00
April,2023,"IOCL-PANIPAT, HARYANA",1251.74
April,2023,"IOCL-DIGBOI,ASSAM",43.90
April,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.63
April,2023,"NEL-VADINAR,GUJARAT",1670.56
May,2023,"IOCL-BARAUNI,BIHAR",579.56
May,2023,"IOCL-KOYALI, GUJARAT",1330.39
May,2023,"IOCL-HALDIA, WEST BENGAL",720.08
May,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.36
May,2023,"MRPL-MANGALORE,KARNATAKA",1494.17
May,2023,"HPCL-MUMBAI,MAHARASHTRA",790.76
May,2023,HPCL-TOTAL,2957.93
June,2023,"IOCL-KOYALI, GUJARAT",1275.12
June,2023,"IOCL-PANIPAT, HARYANA",1277.62
June,2023,"IOCL-PARADIP,ODISHA",1346.43
June,2023,"BPCL-MUMBAI, MAHARASHTRA",1367.86
June,2023,BPCL-TOTAL,3415.50
June,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",5.61
July,2023,"IOCL-MATHURA, UTTAR PRADESH",436.21
July,2023,"IOCL-PANIPAT, HARYANA",1220.09
July,2023,"IOCL-BONGAIGAON,ASSAM",236.57
July,2023,"CPCL-MANALI, TAMILNADU",1040.15
July,2023,"MRPL-MANGALORE,KARNATAKA",1438.50
July,2023,"ONGC TOTAL",1443.88
July,2023,"HPCL-VISAKH,ANDHRA PRADESH",1108.69
July,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1102.12
August,2023,"IOCL-PANIPAT, HARYANA",1230.31
August,2023,"IOCL-PARADIP,ODISHA",1429.01
August,2023,"IOCL TOTAL",6252.46
August,2023,BORL-BINA,485.24
August,2023,BPCL-TOTAL,3217.68
September,2023,"IOCL-KOYALI, GUJARAT",1169.64
September,2023,"IOCL-PARADIP,ODISHA",1172.85
September,2023,CPCL-TOTAL,1007.97
September,2023,"ONGC TOTAL",769.08
September,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1074.65
October,2023,"IOCL-PANIPAT, HARYANA",1300.18
October,2023,"BPCL-KOCHI, KERALA",1543.83
October,2023,BORL-BINA,710.06
October,2023,"HPCL-MUMBAI,MAHARASHTRA",898.01
October,2023,"NEL-VADINAR,GUJARAT",1726.29
October,2023,"GRAND TOTAL",20562.37
November,2023,"IOCL-KOYALI, GUJARAT",1290.12
November,2023,"IOCL-MATHURA, UTTAR PRADESH",864.52
November,2023,"IOCL-DIGBOI,ASSAM",66.30
November,2023,"IOCL-BONGAIGAON,ASSAM",249.59
November,2023,"IOCL TOTAL",6319.06
November,2023,CPCL-TOTAL,1001.04
November,2023,BPCL-TOTAL,3117.07
November,2023,"ONGC TOTAL",1503.80
November,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1074.42
December,2023,"IOCL-GUWAHATI,ASSAM",97.18
December,2023,"IOCL-BONGAIGAON,ASSAM",255.87
December,2023,"IOCL TOTAL",6526.50
December,2023,"CPCL-MANALI, TAMILNADU",820.50
December,2023,BORL-BINA,666.16
December,2023,"NRL-NUMALIGARH, ASSAM",287.17
December,2023,"HPCL-VISAKH,ANDHRA PRADESH",907.85
January,2024,"IOCL-PANIPAT, HARYANA",1213.87
January,2024,CPCL-TOTAL,1001.24
January,2024,"HPCL-VISAKH,ANDHRA PRADESH",1180.36
January,2024,HPCL-TOTAL,2886.15
January,2024,"RIL-(SEZ), JAMNAGAR,GUJARAT",2615.91
January,2024,"GRAND TOTAL",22566.05
February,2024,"IOCL-HALDIA, WEST BENGAL",678.34
February,2024,"IOCL-MATHURA, UTTAR PRADESH",793.51
February,2024,"BPCL-KOCHI, KERALA",1203.80
February,2024,BORL-BINA,663.63
February,2024,"NRL-NUMALIGARH, ASSAM",261.60
February,2024,HPCL-TOTAL,2818.23
February,2024,"NEL-VADINAR,GUJARAT",1622.29
February,2024,"GRAND TOTAL",20876.75
March,2024,"IOCL-PANIPAT, HARYANA",1105.09
March,2024,CPCL-TOTAL,1072.31
April,2022,"IOCL-BARAUNI,BIHAR",550.61
April,2022,"IOCL-MATHURA, UTTAR PRADESH",805.13
April,2022,"IOCL-DIGBOI,ASSAM",58.03
April,2022,"IOCL-BONGAIGAON,ASSAM",209.04
April,2022,"HPCL-MUMBAI,MAHARASHTRA",731.49
April,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2116.64
April,2022,"RIL TOTAL",5150.91
May,2022,"CPCL-MANALI, TAMILNADU",1005.44
May,2022,CPCL-TOTAL,1005.44
May,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1111.19
June,2022,"IOCL-MATHURA, UTTAR PRADESH",867.72
June,2022,"IOCL-GUWAHATI,ASSAM",92.08
June,2022,"IOCL-DIGBOI,ASSAM",60.93
June,2022,"CPCL-MANALI, TAMILNADU",972.61
June,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.72
June,2022,HPCL-TOTAL,2712.01
July,2022,"IOCL-PANIPAT, HARYANA",1154.63
July,2022,"IOCL-PARADIP,ODISHA",1346.24
July,2022,"CPCL-MANALI, TAMILNADU",975.07
July,2022,"BPCL-KOCHI, KERALA",1423.65
July,2022,"NRL-NUMALIGARH, ASSAM",261.07
July,2022,"ONGC TOTAL",1433.34
July,2022,"HPCL-VISAKH,ANDHRA PRADESH",683.83
July,2022,"GRAND TOTAL",21423.24
August,2022,"IOCL-GUWAHATI,ASSAM",91.19
August,2022,"IOCL-PARADIP,ODISHA",2.10
August,2022,CPCL-TOTAL,940.43
August,2022,"RIL TOTAL",5176.59
September,2022,"IOCL-KOYALI, GUJARAT",1270.87
September,2022,"IOCL-PANIPAT, HARYANA",1153.66
